MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,OTYPE,Z_VALUE,FLUX_V,FLUX_g,FLUX_r,BIBLIO,OTYPE_2,RA_2_A_ICRS_J2000_2000_d,DEC_2_D_ICRS_J2000_2000_d,SCRIPT_NUMBER_ID,Z,url,coord_x,coord_y,x_mm,y_mm,nuv_mag,slit_width,slit_length,yline_mm,NUV_ned,FUV_ned,spectra
SDSS J153810.25+471444.2,234.542747,47.245638,7,7,,,0,C,O,2020ApJS..250....8L,QSO,0.958622,,22.266000747680664,21.958900451660156,2020ApJS..250....8L,QSO,234.542747,47.245638,1,0.958622,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=234.5427470d47.2456380d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.96</a>,8.921431169907773,-19.069257595497326,8.80133315134208,-18.81255213993512,0,0.075,0.24,-20.94269645803518,99.9,99.9,None
SDSS J154052.52+471339.4,235.21884911084,47.22761030059,14,14,15.716400146484375,14.933799743652344,90,C,O,2020yCat.1350....0G,Galaxy,0.10867,,18.198999404907227,17.415000915527344,2016ApJ...833...19P|2014ApJ...788...45T,Galaxy,235.21884911084,47.22761030059,1,0.10867,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=235.2188491d47.2276103d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.11</a>,19.370000629333166,-2.5458065234668954,19.1269983181071,-2.5138686376105563,0,0.075,0.24,0.8844254804904899,21.0196,99.9,None
LEDA 2293374,234.98536325503,47.16034302906,14,14,3.4347000122070312,4.09689998626709,90,C,O,2020yCat.1350....0G,Galaxy,0.10662,,17.655000686645508,16.795000076293945,2018MNRAS.481.2458D|2014ApJ...788...45T|2003A&A...412...45P,Galaxy,234.98536325503,47.16034302906,1,0.10662,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=234.9853633d47.1603430d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.11</a>,18.48655153139527,-9.825795281895145,18.239047192354242,-9.694244139830177,0,0.075,0.24,-6.532894718908736,20.4572,20.7141,None
SDSS J154115.65+471535.6,235.31524120358,47.25991559004,14,14,3.062700033187866,3.3176000118255615,90,C,O,2020yCat.1350....0G,Galaxy,0.067,,18.11199951171875,17.395999908447266,2017A&A...599A..71D|2014ApJ...788...45T,Galaxy,235.31524120358,47.25991559004,1,0.067,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=235.3152412d47.2599156d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.07</a>,19.559566629000003,0.5539691717819064,19.3138350745156,0.547009523426683,0,0.075,0.24,-0.8710307640693242,20.6387,20.5342,None
SDSS J153717.00+472259.7,234.32084765588,47.38326920582,14,14,0.44920000433921814,0.40610000491142273,90,A,O,2020yCat.1350....0G,Seyfert1,0.7082,,20.07040023803711,20.035400390625,2020ApJS..249...17R|2020ApJS..250....8L|2018A&A...613A..51P|2018ApJS..234...16C|2018ApJS..235...11C|2017A&A...597A..79P|2017ApJS..229...39R,Seyfert1,234.32084765588,47.38326920582,1,0.7082,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=234.3208477d47.3832692d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.71</a>,0.63064603748359,-21.628886689034122,0.6219219101907222,-21.329680558395335,0,0.075,0.24,-20.324001137529876,20.9442,99.9,None
SDSS J154216.22+472904.7,235.567599,47.484662,7,7,17.0,17.0,90,C,O,2012ApJS..203...21A,Galaxy,0.10639,,17.951000213623047,17.20199966430664,2014ApJ...788...45T,Galaxy,235.567599,47.484662,1,0.10639,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=235.5675990d47.4846620d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.11</a>,14.84472710408983,11.60532331858486,14.66438166872167,11.464332711495707,0,0.075,0.24,14.599098093221377,20.035,20.8133,None
SDSS J154156.37+475053.3,235.484895,47.848151,7,7,,,0,C,O,2020ApJS..250....8L,QSO,0.928281,,21.06529998779297,20.960100173950195,2020ApJS..250....8L,QSO,235.484895,47.848151,1,0.928281,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=235.4848950d47.8481510d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.93</a>,0.2228415766335461,17.180042557394508,0.2203329110409129,16.986636181911067,0,0.075,0.24,12.957068055432394,21.3619,99.9,None
SDSS J154042.91+480203.7,235.178831,48.034384,7,7,,,0,C,O,2020ApJS..250....8L,QSO,1.23,,21.188400268554688,20.864700317382812,2020ApJS..250....8L,QSO,235.178831,48.034384,1,1.23,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=235.1788310d48.0343840d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             1.23</a>,-10.985431929150353,13.532653471797428,-10.860353781800587,13.378573119209076,0,0.075,0.24,11.762582107849067,22.0691,99.9,None
SDSS J154200.29+475216.5,235.50119069862,47.87127403978,14,14,0.7950000166893005,0.7419999837875366,90,A,O,2020yCat.1350....0G,QSO,0.608,,21.04170036315918,20.521799087524414,2021ApJ...912...91T|2020ApJS..249...17R|2020ApJS..250....8L|2018A&A...613A..51P|2018ApJS..234...16C|2018ApJS..235...11C|2017A&A...597A..79P,QSO,235.50119069862,47.87127403978,1,0.608,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=235.5011907d47.8712740d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.61</a>,-0.402828015363931,18.070706405637992,-0.3981041182956056,17.858794240256348,0,0.075,0.24,11.488168421049963,21.8294,99.9,None
SDSS J153914.71+480517.3,234.8114341056599,48.08815635224,14,14,33.48080062866211,47.21229934692383,90,C,O,2020yCat.1350....0G,Galaxy,0.07081,,18.354999542236328,17.701000213623047,2017A&A...599A..71D|2015A&A...578A.110A|2014ApJ...788...45T,Galaxy,234.8114341056599,48.08815635224,1,0.07081,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=234.8114341d48.0881564d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.07</a>,-18.188035227524253,5.624448202831395,-17.9650713581336,5.555499098719653,0,0.075,0.24,4.577829199640374,99.9,99.9,None
SDSS J154230.84+474152.7,235.628524,47.697998,7,7,162.0,173.0,90,C,O,2015ApJS..219...12A,Galaxy,0.11066,,18.257999420166016,17.733999252319336,2017A&A...599A..71D,Galaxy,235.628524,47.697998,1,0.11066,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=235.6285240d47.6979980d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.11</a>,7.807301146514487,17.601091841521324,7.710626393995608,17.383144414374772,0,0.075,0.24,21.011448262908687,20.2068,20.5763,None
SDSS J153911.61+480604.0,234.79840883599,48.10111437283,14,14,0.2013999968767166,0.23499999940395355,90,A,O,2020yCat.1350....0G,QSO,0.75,,19.60650062561035,19.43670082092285,2020ApJS..249...17R|2020ApJS..250....8L|2018A&A...613A..51P|2018ApJS..235...11C|2017A&A...597A..79P,QSO,234.79840883599,48.10111437283,1,0.75,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=234.7984088d48.1011144d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.75</a>,-18.850792495597013,5.580886163070922,-18.612950722579495,5.510471730343823,0,0.075,0.24,9.59329245894383,20.5005,99.9,None
LEDA 2303585,235.627578,47.743695,9,9,,,0,C,O,2020ApJS..249....3A,Galaxy,0.06631,,17.408000946044922,16.566999435424805,2018MNRAS.481.2458D|2003A&A...412...45P,Galaxy,235.627578,47.743695,1,0.06631,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=235.6275780d47.7436950d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.07</a>,6.101559395433172,18.535280638836323,6.025094628172092,18.302996426176158,0,0.075,0.24,16.80520402109289,20.0901,20.0937,None
SDSS J154232.48+474447.8,235.635365,47.746637,9,9,,,0,C,O,2020ApJS..249....3A,Galaxy,0.06592,,18.152000427246094,17.358999252319336,2018MNRAS.481.2458D,Galaxy,235.635365,47.746637,1,0.06592,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=235.6353650d47.7466370d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.07</a>,6.102336254760428,18.79087392483947,6.024994029370751,18.552714645230743,0,0.075,0.24,17.009844956293787,22.3237,99.9,None
SDSS J153633.89+472729.2,234.14122567876,47.458143418,14,14,2.8715999126434326,3.5501999855041504,90,C,O,2020yCat.1350....0G,Galaxy,0.09559,,18.424999237060547,18.09000015258789,2017A&A...599A..71D,Galaxy,234.14122567876,47.458143418,1,0.09559,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=234.1412257d47.4581434d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.10</a>,-4.741563752201443,-24.464589327371268,-4.665184865081698,-24.070504547682575,0,0.075,0.24,-22.184033180366484,19.9429,20.386,None
2MASX J15420598+4755222,235.52516207621,47.9229545223,14,14,0.763700008392334,0.8398000001907349,90,C,O,2020yCat.1350....0G,Galaxy,0.06629,,17.0049991607666,16.18199920654297,2014ApJ...788...45T|2003A&A...412...45P,Galaxy,235.52516207621,47.9229545223,1,0.06629,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=235.5251621d47.9229545d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.07</a>,-1.9775153005455461,19.751466440359728,-1.9523430634868988,19.500045581388125,0,0.075,0.24,17.999941520722604,20.4191,99.9,None
2MASX J15365505+4753307,234.22940105527,47.89193048686,14,14,5.586400032043457,4.871300220489502,90,C,O,2020yCat.1350....0G,Galaxy,0.10694,,18.13599967956543,17.30500030517578,2017A&A...599A..71D|2014ApJ...788...45T,Galaxy,234.22940105527,47.89193048686,1,0.10694,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=234.2294011d47.8919305d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.11</a>,-19.350117552438405,-12.89994345126069,-19.061511442574755,-12.707541390299554,0,0.075,0.24,-9.509205480062274,21.2358,99.9,None
SDSS J154139.14+480035.0,235.413085,48.009731,7,7,,,0,C,O,2020ApJS..250....8L,QSO,0.708912,,20.595699310302734,20.473899841308594,2020ApJS..250....8L,QSO,235.413085,48.009731,1,0.708912,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=235.4130850d48.0097310d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.71</a>,-6.766079961917266,18.800701983535085,-6.679427600177466,18.559923683779694,0,0.075,0.24,19.61801756902568,21.6737,99.9,None
SDSS J153640.28+475021.6,234.16782738117,47.83936654696,14,14,0.2896000146865845,0.3434000015258789,90,A,O,2020yCat.1350....0G,Seyfert1,0.69775,20.100000381469727,19.85810089111328,19.82819938659668,2020ApJS..249...17R|2020ApJS..250....8L|2019ApJ...881L..24V|2018A&A...613A..51P|2017ApJS..229...39R|2013ApJS..206....4K|2012ApJ...753..106M|2011ApJS..194...45S|2011MNRAS.410..860A|2010A&A...518A..10V|2010AJ....139.2360S|2009A&A...505..385A|2008ApJ...680..169S|2007AJ....134..102S|2006A&A...455..773V|2005AJ....130..367S,Seyfert1,234.16782738117,47.83936654696,1,0.69775,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=234.1678274d47.8393665d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.70</a>,-18.317927699785656,-15.55104282460376,-18.03475021833123,-15.31063871267396,0,0.075,0.24,-15.074244618742151,20.3919,21.3541,None
SDSS J153626.44+472609.0,234.110174,47.435841,7,7,,,0,C,O,2020ApJS..250....8L,QSO,1.229079,,20.874399185180664,20.558799743652344,2020ApJS..250....8L,QSO,234.110174,47.435841,1,1.229079,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=234.1101740d47.4358410d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             1.23</a>,-4.3798932909659145,-25.71707047391596,-4.305457330227843,-25.280010773844484,0,0.075,0.24,-26.946854562557014,99.9,99.9,None
2MASX J15415403+4759096,235.47508060855,47.98611125534,14,14,2.9758999347686768,2.775399923324585,90,C,O,2020yCat.1350....0G,Galaxy,0.11568,,17.618000030517578,16.87700080871582,2014ApJ...788...45T|2003A&A...412...45P,Galaxy,235.47508060855,47.98611125534,1,0.11568,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=235.4750806d47.9861113d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.12</a>,-5.019390809046195,19.837967404513176,-4.953651251030394,19.578147187535016,0,0.075,0.24,23.78667658721117,19.1791,19.8248,None
2MASX J15374005+4708045,234.41715625524,47.13470563472,14,14,5.8368000984191895,4.94920015335083,90,C,O,2020yCat.1350....0G,Galaxy,0.07164,,17.650999069213867,17.006000518798828,2017A&A...599A..71D|2014ApJ...788...45T,Galaxy,234.41715625524,47.13470563472,1,0.07164,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=234.4171563d47.1347056d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.07</a>,11.15984703057166,-24.5891982154101,10.9621090500262,-24.153509591271487,0,0.075,0.24,-25.035245783687817,20.004,20.2531,None
SDSS J154239.57+472239.1,235.664886,47.377554,7,7,,,0,C,O,2020ApJS..250....8L,QSO,1.265066,,21.706899642944336,21.10759925842285,2020ApJS..250....8L,QSO,235.664886,47.377554,1,1.265066,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=235.6648860d47.3775540d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             1.27</a>,20.1910628943546,11.797037427498697,19.888106456876464,11.62002899309723,0,0.075,0.24,11.940198123587104,99.9,99.9,None
SDSS J154028.57+470254.4,235.119071,47.048445,7,7,,,0,C,O,2020ApJS..250....8L,QSO,1.231016,,21.035200119018555,20.661500930786133,2020ApJS..250....8L,QSO,235.119071,47.048445,1,1.231016,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=235.1190710d47.0484450d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             1.23</a>,24.54596412079436,-8.84555916220961,24.128735267234845,-8.695203588878718,0,0.075,0.24,-10.255096422399223,21.0114,99.9,None
SDSS J153909.61+470134.6,234.790078,47.026298,7,7,32.0,29.0,0,C,O,2012ApJS..203...21A,Galaxy,0.10697,,18.368999481201172,17.60300064086914,2017A&A...599A..71D|2014ApJ...788...45T,Galaxy,234.790078,47.026298,1,0.10697,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=234.7900780d47.0262980d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.11</a>,20.59079281787418,-17.579861715040128,20.224767132420755,-17.267358889561827,0,0.075,0.24,-14.065555495951191,21.0839,99.9,None
2MASS J15384254+4808510,234.67724594761,48.1475261445,14,14,0.03139999881386757,0.035100001841783524,90,A,O,2020yCat.1350....0G,Star,-0.00081,,16.084999084472656,16.398000717163086,2007ApJ...660..311B,Star,234.67724594761,48.1475261445,1,-0.00081,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=234.6772459d48.1475261d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             -0.00</a>,-22.28793341254284,3.5976621722859052,-21.96584301099802,3.5456711495093365,0,0.075,0.24,0.0,17.7149,18.3598,None
SDSS J153944.86+480959.5,234.93695129346,48.16656077806,14,14,1.0625,1.0318000316619873,90,A,O,2020yCat.1350....0G,QSO,0.952,,19.86389923095703,19.77669906616211,2020ApJS..249...17R|2020ApJS..250....8L|2018A&A...613A..51P|2018ApJS..235...11C|2017A&A...597A..79P,QSO,234.93695129346,48.16656077806,1,0.952,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=234.9369513d48.1665608d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.95</a>,-19.289703416267468,10.381527234352355,-19.01950732236019,10.236110374021134,0,0.075,0.24,7.69141200499713,21.1154,99.9,None
SDSS J154016.16+480941.1,235.067336,48.161417,7,7,,,0,C,O,2020ApJS..250....8L,QSO,1.048873,,21.235700607299805,21.044599533081055,2020ApJS..250....8L,QSO,235.067336,48.161417,1,1.048873,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=235.0673360d48.1614170d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             1.05</a>,-17.25139624849274,13.478232027087804,-17.00990418980781,13.289558255250988,0,0.075,0.24,16.809356197787597,21.6344,99.9,None
SDSS J153608.67+473246.6,234.03617813777,47.54629614882,14,14,2.583400011062622,2.286600112915039,90,C,O,2020yCat.1350....0G,Seyfert1,0.722,,21.368900299072266,21.366199493408203,2020ApJS..249...17R|2020ApJS..250....8L|2018A&A...613A..51P|2018ApJS..234...16C|2018ApJS..235...11C|2017A&A...597A..79P|2017ApJS..229...39R|2015MNRAS.452.4153A,Seyfert1,234.03617813777,47.54629614882,1,0.722,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=234.0361781d47.5462961d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.72</a>,-9.508399236023823,-25.150933138729133,-9.3407991756628,-24.70760952477981,0,0.075,0.24,-22.686031777437396,21.3515,99.9,None
SDSS J153618.62+472353.0,234.07757865709,47.39808285858,14,14,0.14640000462532043,0.13779999315738678,90,A,O,2020yCat.1350....0G,QSO,1.312,,19.28849983215332,18.92729949951172,2020ApJS..249...17R|2020ApJS..250....8L|2018A&A...613A..51P|2018ApJS..235...11C|2017A&A...597A..79P,QSO,234.07757865709,47.39808285858,1,1.312,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=234.0775787d47.3980829d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             1.31</a>,-3.475737275722782,-27.343612327393245,-3.4125693496134097,-26.846670485694087,0,0.075,0.24,-23.93505265567809,20.2334,99.9,None
SDSSCGB 17558.1,235.383862,48.091917,7,7,29.0,26.0,90,C,O,2012ApJS..203...21A,Galaxy,0.11637,,18.302000045776367,17.683000564575195,2017A&A...599A..71D|2014ApJ...788...45T|2009MNRAS.395..255M,Galaxy,235.383862,48.091917,1,0.11637,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=235.3838620d48.0919170d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.12</a>,-10.21638885960585,19.810001361112516,-10.070708164105904,19.527520455598797,0,0.075,0.24,23.81580197286224,99.9,99.9,None
2MASX J15411890+4806510,235.32905287889,48.11429509844,14,14,0.5690000057220459,0.5651999711990356,90,A,O,2020yCat.1350....0G,Galaxy,0.09732,,17.53700065612793,16.823999404907227,2017A&A...599A..71D|2014ApJ...788...45T|2003A&A...412...45P,Galaxy,235.32905287889,48.11429509844,1,0.09732,<a href='http://simbad.u-strasbg.fr/simbad/sim-coo?Coord=235.3290529d48.1142951d&CooFrame=FK5&CooEpoch=2000&CooEqui=2000&CooDefinedFrames=none&Radius=3&Radius.unit=arcsec'>             0.10</a>,-11.815383897014748,18.92904824355176,-11.646708566531148,18.658818897129276,0,0.075,0.24,20.745248472309132,20.2923,20.9559,None
